db_id,sample_id,bo_id,f1_q,f1_ba
student_assessment,63,68,0.28431975841522217,0.09274033457040787
student_assessment,63,71,0.29100510478019714,-0.030329903587698936
student_assessment,63,78,0.42113256454467773,0.03166944533586502
student_assessment,99,96,0.28010475635528564,0.06811682134866714
student_assessment,99,58,0.41085556149482727,-0.010379429906606674
student_assessment,99,100,0.7006962895393372,0.11973603069782257
student_assessment,99,74,0.13972747325897217,-0.008534512482583523
student_assessment,99,56,0.35290876030921936,0.04265843331813812
student_assessment,99,75,0.2263496220111847,-0.042875275015830994
student_assessment,99,88,0.556598424911499,0.06981870532035828
student_assessment,99,68,0.4340530037879944,0.16079393029212952
student_assessment,99,71,0.3145126402378082,0.0013674431247636676
student_assessment,99,78,0.5316687226295471,0.07956068217754364
student_assessment,62,96,0.09806565940380096,0.03434182330965996
student_assessment,62,58,0.3859519958496094,-0.05637948215007782
student_assessment,62,100,0.34352877736091614,0.020750030875205994
student_assessment,62,74,0.15499183535575867,0.007287497166544199
student_assessment,62,56,0.23838044703006744,0.0031872866675257683
student_assessment,62,75,0.31141433119773865,-0.022773295640945435
student_assessment,62,88,0.3143703043460846,0.06542996317148209
student_assessment,62,68,0.23745056986808777,0.07539195567369461
student_assessment,62,71,0.3024362623691559,-0.021852955222129822
student_assessment,62,78,0.3012157380580902,0.017746388912200928
bike_1,111,118,0.3073321282863617,0.07303601503372192
bike_1,111,126,0.1820542812347412,0.053108494728803635
bike_1,111,148,0.3185153603553772,-0.041697125881910324
bike_1,111,139,0.23005500435829163,-0.0029912819154560566
bike_1,111,125,0.15386736392974854,0.053108494728803635
bike_1,111,116,0.2268829047679901,-0.006106876768171787
bike_1,111,147,0.30151838064193726,-0.022874653339385986
bike_1,111,133,0.2423570454120636,0.02150367945432663
bike_1,111,128,0.3180721402168274,0.08959577977657318
bike_1,111,153,0.11800553649663925,0.02267582342028618
bike_1,186,118,0.20416469871997833,0.01768246665596962
bike_1,186,126,0.15342485904693604,0.06357233226299286
bike_1,186,148,0.43175286054611206,-0.02280825935304165
bike_1,186,139,0.15269875526428223,-0.06098188832402229
bike_1,186,125,0.17103387415409088,0.06357233226299286
bike_1,186,116,0.25170382857322693,-0.030693305656313896
bike_1,186,147,0.3727719783782959,0.03424328938126564
bike_1,186,133,0.2586427628993988,0.021526986733078957
bike_1,186,128,0.2595895826816559,0.061219919472932816
bike_1,186,153,0.15368372201919556,0.04861415550112724
bike_1,155,118,0.06017773970961571,0.0858692154288292
bike_1,155,126,0.01616528257727623,0.12256944924592972
bike_1,155,148,0.2583068907260895,0.04616568610072136
bike_1,155,139,-0.02286229282617569,-0.042613934725522995
bike_1,155,125,0.20615901052951813,0.12256944924592972
bike_1,155,116,0.0934855043888092,-0.021748067811131477
bike_1,155,147,0.24115699529647827,0.056967850774526596
bike_1,155,133,0.1844331920146942,0.04836764931678772
bike_1,155,128,0.07161559909582138,0.055742379277944565
bike_1,155,153,0.20439107716083527,0.13414116203784943
bike_1,173,118,0.3516179323196411,0.1686408370733261
bike_1,173,126,0.11984904110431671,0.04972061514854431
bike_1,173,148,0.3372318744659424,-0.041740212589502335
bike_1,173,139,0.5782440900802612,0.07146232575178146
bike_1,173,125,0.15166328847408295,0.04972061514854431
bike_1,173,116,0.3535684645175934,0.01799536868929863
bike_1,173,147,0.3225085735321045,-0.0022129127755761147
bike_1,173,133,0.33886033296585083,0.0196795966476202
bike_1,173,128,0.2615715265274048,0.10911291837692261
bike_1,173,153,0.0701916441321373,0.06155436486005783
bike_1,143,118,0.14691290259361267,0.0707867220044136
bike_1,143,126,0.21868495643138885,0.060404468327760696
bike_1,143,148,0.16123820841312408,-0.07259102910757065
bike_1,143,139,0.11237084120512009,-0.024366410449147224
bike_1,143,125,0.13705262541770935,0.060404468327760696
bike_1,143,116,0.2323223054409027,-0.018770910799503326
bike_1,143,147,0.1583302766084671,-0.062256451696157455
bike_1,143,133,0.3069358766078949,0.05904867872595787
bike_1,143,128,0.20363177359104156,0.07806539535522461
bike_1,143,153,0.01636517234146595,-0.00732175400480628
bike_1,194,118,0.13905081152915955,0.011111535131931305
bike_1,194,126,0.24810263514518738,0.07721109688282013
bike_1,194,148,0.16420653462409973,-0.050798818469047546
bike_1,194,139,0.16325193643569946,-0.017603358253836632
bike_1,194,125,0.19102001190185547,0.07721109688282013
bike_1,194,116,0.30767822265625,0.05346483737230301
bike_1,194,147,0.159717857837677,-0.06260466575622559
bike_1,194,133,0.2581864595413208,0.07537394762039185
bike_1,194,128,0.28391680121421814,0.09169673919677734
bike_1,194,153,0.037705689668655396,-0.029192721471190453
bike_1,152,118,0.3505595028400421,0.16328726708889008
bike_1,152,126,0.1657314896583557,0.11763542890548706
bike_1,152,148,0.2853809893131256,-0.029650066047906876
bike_1,152,139,0.22175464034080505,0.005281183868646622
bike_1,152,125,0.21914264559745789,0.11763542890548706
bike_1,152,116,0.25570833683013916,0.0062548513524234295
bike_1,152,147,0.2665098011493683,-0.02033824473619461
bike_1,152,133,0.20332135260105133,0.03645726293325424
bike_1,152,128,0.2609213590621948,0.10135854035615921
bike_1,152,153,0.06742250174283981,0.003393180202692747
bike_1,145,118,0.22346782684326172,-0.0031205390114337206
bike_1,145,126,0.05082671716809273,0.014336610212922096
bike_1,145,148,0.3371160626411438,0.013769784942269325
bike_1,145,139,0.08428245782852173,-0.11839013546705246
bike_1,145,125,0.12406191229820251,0.014336610212922096
bike_1,145,116,0.19043341279029846,-0.07143477350473404
bike_1,145,147,0.3285790681838989,-0.013188127428293228
bike_1,145,133,0.17922087013721466,-0.049295052886009216
bike_1,145,128,0.15121124684810638,-0.007474672980606556
bike_1,145,153,0.15431658923625946,-0.00802913773804903
bike_1,196,118,0.17995084822177887,-0.015820596367120743
bike_1,196,126,0.21845999360084534,0.01645876094698906
bike_1,196,148,0.4127778112888336,0.025747627019882202
bike_1,196,139,0.07406477630138397,-0.08215183019638062
bike_1,196,125,0.14147703349590302,0.01645876094698906
bike_1,196,116,0.1285354197025299,-0.05900488793849945
bike_1,196,147,0.38530853390693665,0.04660749062895775
bike_1,196,133,0.17424023151397705,-0.022985193878412247
bike_1,196,128,0.29822903871536255,0.02687915787100792
bike_1,196,153,0.3130519390106201,0.10053673386573792
bike_1,170,118,0.15764090418815613,0.024798326194286346
bike_1,170,126,0.201529398560524,0.04019124433398247
bike_1,170,148,0.17664065957069397,-0.07925060391426086
bike_1,170,139,0.13964200019836426,-0.04766097292304039
bike_1,170,125,0.1449546217918396,0.04019124433398247
bike_1,170,116,0.23366467654705048,-0.03831418976187706
bike_1,170,147,0.16595786809921265,-0.06840252876281738
bike_1,170,133,0.19093313813209534,-0.0032222496811300516
bike_1,170,128,0.1782207190990448,0.036193449050188065
bike_1,170,153,0.010582145303487778,-0.007134224753826857
bike_1,131,118,-0.05310425907373428,0.053810227662324905
bike_1,131,126,0.0356735959649086,0.12237486243247986
bike_1,131,148,0.061181072145700455,-0.039138469845056534
bike_1,131,139,-0.0472230538725853,-0.01422430481761694
bike_1,131,125,0.22472013533115387,0.12237486243247986
bike_1,131,116,0.05809267237782478,0.03160940855741501
bike_1,131,147,0.04175892844796181,-0.025997664779424667
bike_1,131,133,0.12870070338249207,0.042222630232572556
bike_1,131,128,0.17282581329345703,0.16044925153255463
bike_1,131,153,-0.03564746305346489,-0.009669574908912182
bike_1,156,118,0.06404415518045425,0.04402093216776848
bike_1,156,126,0.03213350102305412,0.06253332644701004
bike_1,156,148,0.31985950469970703,0.0455448254942894
bike_1,156,139,-0.015324050560593605,-0.0591101311147213
bike_1,156,125,0.2555494010448456,0.06253332644701004
bike_1,156,116,0.12009307742118835,-0.035379767417907715
bike_1,156,147,0.28963837027549744,0.09643440693616867
bike_1,156,133,0.1861778050661087,0.03192301467061043
bike_1,156,128,0.08145821839570999,0.0014055846258997917
bike_1,156,153,0.18844087421894073,0.11878779530525208
bike_1,212,118,0.6317615509033203,0.30895987153053284
bike_1,212,126,0.11629446595907211,0.12283432483673096
bike_1,212,148,0.24801823496818542,-0.008980908431112766
bike_1,212,139,0.5644322633743286,0.1658480316400528
bike_1,212,125,0.19585832953453064,0.12283432483673096
bike_1,212,116,0.35948604345321655,0.08998355269432068
bike_1,212,147,0.25360772013664246,-0.0022115001920610666
bike_1,212,133,0.3035183548927307,0.10839918255805969
bike_1,212,128,0.2274772673845291,0.07080473750829697
bike_1,212,153,0.05098210647702217,0.04711427912116051
bike_1,142,118,0.24669282138347626,0.027333322912454605
bike_1,142,126,0.2702639102935791,0.036043357104063034
bike_1,142,148,0.1930425614118576,-0.08295315504074097
bike_1,142,139,0.14861832559108734,-0.044707830995321274
bike_1,142,125,0.13312475383281708,0.036043357104063034
bike_1,142,116,0.26257485151290894,-0.03214762732386589
bike_1,142,147,0.1918831318616867,-0.07995268702507019
bike_1,142,133,0.21706640720367432,-0.0021920762956142426
bike_1,142,128,0.2774447500705719,0.06250860542058945
bike_1,142,153,0.032090768218040466,-0.03234221786260605
bike_1,120,118,0.21407760679721832,-0.0662277564406395
bike_1,120,126,0.184515118598938,0.03913281857967377
bike_1,120,148,0.34052830934524536,-0.12883737683296204
bike_1,120,139,0.2901875376701355,-0.12989014387130737
bike_1,120,125,0.17043949663639069,0.03913281857967377
bike_1,120,116,0.3204203248023987,-0.06849329173564911
bike_1,120,147,0.31200942397117615,-0.11941183358430862
bike_1,120,133,0.21183183789253235,-0.07602129131555557
bike_1,120,128,0.19229386746883392,-0.04781283438205719
bike_1,120,153,0.057841572910547256,-0.08684217184782028
bike_1,180,118,0.16460314393043518,0.10171488672494888
bike_1,180,126,0.20819710195064545,0.13893356919288635
bike_1,180,148,0.16885097324848175,-0.0608346201479435
bike_1,180,139,0.2819560468196869,0.07518323510885239
bike_1,180,125,0.2141563594341278,0.13893356919288635
bike_1,180,116,0.38626348972320557,0.1122913807630539
bike_1,180,147,0.1785290241241455,-0.052917081862688065
bike_1,180,133,0.3857937753200531,0.16469037532806396
bike_1,180,128,0.18697629868984222,0.12421800941228867
bike_1,180,153,0.022286638617515564,0.03952200338244438
bike_1,181,118,0.08894631266593933,0.10928279161453247
bike_1,181,126,-0.03617720678448677,0.08850132673978806
bike_1,181,148,0.3877312242984772,0.06855014711618423
bike_1,181,139,0.005015606060624123,-0.0770525261759758
bike_1,181,125,0.2167273759841919,0.08850132673978806
bike_1,181,116,0.045644063502550125,-0.03637674078345299
bike_1,181,147,0.48554083704948425,0.10460410267114639
bike_1,181,133,0.13517874479293823,0.0021991394460201263
bike_1,181,128,0.0997382327914238,0.0697576105594635
bike_1,181,153,0.1962125450372696,0.12553425133228302
bike_1,115,118,0.10095135122537613,0.1373298615217209
bike_1,115,126,0.02400936372578144,0.2102804034948349
bike_1,115,148,0.1059492975473404,-0.006309238728135824
bike_1,115,139,0.1981164515018463,0.09699063748121262
bike_1,115,125,0.30893832445144653,0.2102804034948349
bike_1,115,116,0.5443797707557678,0.22022897005081177
bike_1,115,147,0.10236117243766785,0.017241014167666435
bike_1,115,133,0.349886029958725,0.17608726024627686
bike_1,115,128,0.12330685555934906,0.12862829864025116
bike_1,115,153,-0.009957402013242245,0.09685219824314117
bike_1,136,118,0.1798728108406067,0.001031586085446179
bike_1,136,126,0.23180033266544342,0.1177145317196846
bike_1,136,148,0.3187198340892792,-0.05835719034075737
bike_1,136,139,0.22919540107250214,-0.028154777362942696
bike_1,136,125,0.21958021819591522,0.1177145317196846
bike_1,136,116,0.2849480211734772,-0.00931853149086237
bike_1,136,147,0.2944904565811157,-0.04792337119579315
bike_1,136,133,0.28389912843704224,0.007066064514219761
bike_1,136,128,0.17314153909683228,0.053614579141139984
bike_1,136,153,0.06813977658748627,-0.02299296297132969
bike_1,149,118,0.38669079542160034,0.14911557734012604
bike_1,149,126,0.19783179461956024,0.1261056661605835
bike_1,149,148,0.264905720949173,-0.004362256731837988
bike_1,149,139,0.13901196420192719,0.0005830703885294497
bike_1,149,125,0.20157955586910248,0.1261056661605835
bike_1,149,116,0.2170695960521698,0.010111733339726925
bike_1,149,147,0.280633807182312,-0.008152743801474571
bike_1,149,133,0.19455763697624207,0.07249602675437927
bike_1,149,128,0.2850211262702942,0.16423514485359192
bike_1,149,153,0.06697116047143936,-0.005922879092395306
bike_1,113,118,0.12844394147396088,0.1237196996808052
bike_1,113,126,-0.0813109502196312,0.06893792003393173
bike_1,113,148,0.11515834927558899,-0.0024403491988778114
bike_1,113,139,0.13582997024059296,0.01286109909415245
bike_1,113,125,0.2554035484790802,0.06893792003393173
bike_1,113,116,0.08450742065906525,0.014867412857711315
bike_1,113,147,0.11321842670440674,0.023556256666779518
bike_1,113,133,0.14300869405269623,0.05489620193839073
bike_1,113,128,0.14419779181480408,0.08410552144050598
bike_1,113,153,-0.013467831537127495,0.016630396246910095
bike_1,141,118,0.14057859778404236,0.15699850022792816
bike_1,141,126,0.07467079907655716,0.12236849963665009
bike_1,141,148,0.17162753641605377,-0.035323258489370346
bike_1,141,139,0.027769478037953377,0.014384286478161812
bike_1,141,125,0.16703078150749207,0.12236849963665009
bike_1,141,116,0.15599305927753448,0.042313747107982635
bike_1,141,147,0.14747337996959686,-0.007242292631417513
bike_1,141,133,0.18309929966926575,0.09535691142082214
bike_1,141,128,0.15775780379772186,0.17176879942417145
bike_1,141,153,-0.042878806591033936,0.05548139289021492
book_2,229,225,0.3330281972885132,0.1580004245042801
book_2,229,230,0.2539072036743164,0.09312139451503754
book_2,229,226,0.2528802156448364,0.09769342839717865
book_2,229,221,0.3894899785518646,0.08413589745759964
book_2,229,213,0.21462853252887726,0.16051281988620758
book_2,229,219,0.2098541408777237,0.1972939372062683
book_2,229,215,0.3787446618080139,0.2523716688156128
book_2,229,222,0.5166219472885132,0.10997746139764786
book_2,229,228,0.43315351009368896,0.12175117433071136
book_2,229,214,0.2138936072587967,0.09363877773284912
book_2,223,225,0.38975095748901367,0.14397141337394714
book_2,223,230,0.4920499622821808,0.11142224818468094
book_2,223,226,0.23747670650482178,0.05566821247339249
book_2,223,221,0.27026990056037903,0.04528383910655975
book_2,223,213,0.14908626675605774,0.10091391205787659
book_2,223,219,0.48162782192230225,0.174371600151062
book_2,223,215,0.08313927054405212,0.11260887235403061
book_2,223,222,0.18803367018699646,0.0019392123213037848
book_2,223,228,0.491821825504303,0.1419704109430313
book_2,223,214,0.11715123802423477,0.031180670484900475
book_2,216,225,0.12595556676387787,0.07068996131420135
book_2,216,230,0.10652777552604675,0.05258969962596893
book_2,216,226,0.14641812443733215,0.049523551017045975
book_2,216,221,0.19015653431415558,0.027166277170181274
book_2,216,213,0.34995171427726746,0.10220719128847122
book_2,216,219,0.3329141438007355,0.10542026162147522
book_2,216,215,0.16181987524032593,0.1585623025894165
book_2,216,222,0.23769953846931458,0.051388245075941086
book_2,216,228,0.3042091131210327,0.07908885926008224
book_2,216,214,0.09364407509565353,0.08366089314222336
book_2,218,225,0.060217294842004776,0.09072236716747284
book_2,218,230,0.09388351440429688,0.09673706442117691
book_2,218,226,0.22567756474018097,0.11809559166431427
book_2,218,221,0.3792556822299957,0.2020273655653
book_2,218,213,0.3064078986644745,0.13817037642002106
book_2,218,219,0.3681081235408783,0.1462991088628769
book_2,218,215,0.3980831205844879,0.2255754917860031
book_2,218,222,0.2835523188114166,0.0846172571182251
book_2,218,228,0.13259395956993103,0.027682600542902946
book_2,218,214,0.39368340373039246,0.13942551612854004
book_2,224,225,0.08080805093050003,0.12093466520309448
book_2,224,230,0.1351935714483261,0.08637388050556183
book_2,224,226,0.26535671949386597,0.13856062293052673
book_2,224,221,0.39500531554222107,0.24202366173267365
book_2,224,213,0.12588387727737427,0.18872763216495514
book_2,224,219,0.12383447587490082,0.18359477818012238
book_2,224,215,0.7117612361907959,0.3556213974952698
book_2,224,222,0.5030471086502075,0.1519874930381775
book_2,224,228,0.2212640941143036,0.06795260310173035
book_2,224,214,0.5887852907180786,0.1630788892507553
musical,271,247,0.07213333249092102,0.006815672852098942
musical,271,246,0.13733868300914764,0.006815672852098942
musical,271,238,0.26239439845085144,0.0222686268389225
musical,271,248,0.4509669840335846,0.27526572346687317
musical,271,239,0.03594517707824707,-0.0028881586622446775
musical,271,235,0.10303641855716705,0.06523183733224869
musical,271,237,0.21280303597450256,-0.02030010335147381
musical,271,245,0.0717727541923523,-0.053757961839437485
musical,271,243,-0.061020031571388245,-0.014227836392819881
musical,271,244,0.25105684995651245,-0.053757961839437485
musical,259,247,0.27573931217193604,0.053809523582458496
musical,259,246,0.34516921639442444,0.053809523582458496
musical,259,238,0.34336066246032715,0.043972548097372055
musical,259,248,0.26719385385513306,0.04856012389063835
musical,259,239,0.0856756791472435,0.05106792598962784
musical,259,235,0.17767402529716492,0.13626648485660553
musical,259,237,0.34464335441589355,0.04639877378940582
musical,259,245,0.0983760878443718,-0.0215559471398592
musical,259,243,-0.01830473728477955,0.008105420507490635
musical,259,244,0.3170274794101715,-0.0215559471398592
musical,252,247,0.20959562063217163,0.0458192341029644
musical,252,246,0.16523918509483337,0.0458192341029644
musical,252,238,0.0251906905323267,0.059463292360305786
musical,252,248,0.04517471417784691,0.08998672664165497
musical,252,239,0.04861662909388542,0.07081391662359238
musical,252,235,0.11999525129795074,0.1390773057937622
musical,252,237,0.07750068604946136,0.09039957821369171
musical,252,245,0.12611167132854462,-0.03607090190052986
musical,252,243,-0.015042227692902088,0.03447849676012993
musical,252,244,0.008252335712313652,-0.03607090190052986
musical,269,247,0.3202522099018097,0.12517084181308746
musical,269,246,0.44638365507125854,0.12517084181308746
musical,269,238,0.42071691155433655,0.10000310838222504
musical,269,248,0.38913822174072266,0.1114610955119133
musical,269,239,0.12713690102100372,0.11641877889633179
musical,269,235,0.22388491034507751,0.21268966794013977
musical,269,237,0.44826918840408325,0.11369378119707108
musical,269,245,0.15677177906036377,0.032204486429691315
musical,269,243,0.03283346816897392,0.07255041599273682
musical,269,244,0.4162995517253876,0.032204486429691315
musical,253,247,0.23962992429733276,0.10329174995422363
musical,253,246,0.35957998037338257,0.10329174995422363
musical,253,238,0.3928728997707367,0.10996828228235245
musical,253,248,0.27764639258384705,0.12229151278734207
musical,253,239,0.11978583037853241,0.13680575788021088
musical,253,235,0.21426478028297424,0.20892037451267242
musical,253,237,0.41035196185112,0.10774900764226913
musical,253,245,0.14245140552520752,0.05937853455543518
