sample_id,db_id,question,gold_sql,source_tables,len_tbls,cate_len_tbls,gold_c,need_1|wrong,need_2|wrong,need_3+|wrong
train.3672,baseball_1,"For each year, return the year and the number of times the team Boston Red Stockings won in the postseasons.","SELECT count(*) ,  T1.year FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_winner  =  T2.team_id_br WHERE T2.name  =  'Boston Red Stockings' GROUP BY T1.year","['postseason', 'team']",2,2,0.2367058823529411,False,True,False
train.3693,baseball_1,What is the total home game attendance of team Boston Red Stockings from 2000 to 2010?,SELECT sum(T1.attendance) FROM home_game AS T1 JOIN team AS T2 ON T1.team_id  =  T2.team_id_br WHERE T2.name  =  'Boston Red Stockings' AND T1.year BETWEEN 2000 AND 2010;,"['team', 'home_game']",2,2,0.1807058823529412,False,True,False
train.3670,baseball_1,Find the name and id of the team that won the most times in 2008 postseason.,"SELECT T2.name ,  T1.team_id_winner FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_winner  =  T2.team_id_br WHERE T1.year  =  2008 GROUP BY T1.team_id_winner ORDER BY count(*) DESC LIMIT 1;","['postseason', 'team']",2,2,0.2621176470588234,False,True,False
train.3659,baseball_1,What are the name and id of the team offering the lowest average salary?,"SELECT T1.name ,  T1.team_id FROM team AS T1 JOIN salary AS T2 ON T1.team_id = T2.team_id GROUP BY T1.team_id ORDER BY avg(T2.salary) ASC LIMIT 1;","['team', 'salary']",2,2,0.2061176470588234,False,True,False
train.3694,baseball_1,How many games in total did team Boston Red Stockings attend from 2000 to 2010?,SELECT sum(T1.attendance) FROM home_game AS T1 JOIN team AS T2 ON T1.team_id  =  T2.team_id_br WHERE T2.name  =  'Boston Red Stockings' AND T1.year BETWEEN 2000 AND 2010;,"['team', 'home_game']",2,2,0.1807058823529412,False,True,False
train.3632,baseball_1,Compute the average salary of the players in the team called 'Boston Red Stockings'.,SELECT avg(T1.salary) FROM salary AS T1 JOIN team AS T2 ON T1.team_id  =  T2.team_id_br WHERE T2.name  = 'Boston Red Stockings',"['team', 'salary']",2,2,0.1425882352941176,False,True,False
train.3658,baseball_1,"For each team, return the team name, id and the maximum salary among the team.","SELECT T1.name ,  T1.team_id ,  max(T2.salary) FROM team AS T1 JOIN salary AS T2 ON T1.team_id  =  T2.team_id GROUP BY T1.team_id;","['team', 'salary']",2,2,0.2065882352941176,False,True,False
train.3677,baseball_1,What is the total salary paid by team Boston Red Stockings in 2010?,SELECT sum(T1.salary) FROM salary AS T1 JOIN team AS T2 ON T1.team_id  =  T2.team_id_br WHERE T2.name  = 'Boston Red Stockings' AND T1.year  =  2010,"['team', 'salary']",2,2,0.1635113122171945,False,True,False
train.3671,baseball_1,What is the number of wins the team Boston Red Stockings got in the postseasons each year in history?,"SELECT count(*) ,  T1.year FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_winner  =  T2.team_id_br WHERE T2.name  =  'Boston Red Stockings' GROUP BY T1.year","['postseason', 'team']",2,2,0.2367058823529411,False,True,False
train.3661,baseball_1,Find the players' first name and last name who won award both in 1960 and in 1961.,"SELECT T1.name_first , T1.name_last FROM player AS T1 JOIN player_award AS T2 WHERE T2.year  =  1960 INTERSECT SELECT T1.name_first , T1.name_last FROM player AS T1 JOIN player_award AS T2 WHERE T2.year  =  1961","['player_award', 'player']",2,2,0.2576289592760181,False,True,False
train.3680,baseball_1,How many players did Boston Red Stockings have in 2000?,SELECT count(*) FROM salary AS T1 JOIN team AS T2 ON T1.team_id  =  T2.team_id_br WHERE T2.name  = 'Boston Red Stockings' AND T1.year  =  2000,"['team', 'salary']",2,2,0.1635113122171945,False,True,False
train.3631,baseball_1,What is average salary of the players in the team named 'Boston Red Stockings' ?,SELECT avg(T1.salary) FROM salary AS T1 JOIN team AS T2 ON T1.team_id  =  T2.team_id_br WHERE T2.name  = 'Boston Red Stockings',"['team', 'salary']",2,2,0.1425882352941176,False,True,False
train.3709,baseball_1,Which park had most attendances in 2008?,SELECT T2.park_name FROM home_game AS T1 JOIN park AS T2 ON T1.park_id  =  T2.park_id WHERE T1.year = 2008 ORDER BY T1.attendance DESC LIMIT 1;,"['park', 'home_game']",2,2,0.1679999999999999,False,True,False
train.3674,baseball_1,How many times in total did the team Boston Red Stockings participate in postseason games?,SELECT count(*) FROM ( SELECT * FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_winner  =  T2.team_id_br WHERE T2.name  =  'Boston Red Stockings' UNION SELECT * FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_loser  =  T2.team_id_br WHERE T2.name  =  'Boston Red Stockings' );,"['postseason', 'team']",2,2,0.1171764705882353,False,True,False
train.3701,baseball_1,Which team had the least number of attendances in home games in 1980?,SELECT T2.name FROM home_game AS T1 JOIN team AS T2 ON T1.team_id = T2.team_id_br WHERE T1.year = 1980 ORDER BY T1.attendance ASC LIMIT 1;,"['team', 'home_game']",2,2,0.1679999999999999,False,True,False
train.3668,baseball_1,"Count the number of times the team ""Boston Red Stockings"" lost in 2009 postseason.",SELECT count(*) FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_loser  =  T2.team_id_br WHERE T2.name  =  'Boston Red Stockings' AND T1.year = 2009;,"['postseason', 'team']",2,2,0.1635113122171945,False,True,False
train.3700,baseball_1,Count the total number of games the team Boston Red Stockings attended from 1990 to 2000.,SELECT sum(T1.games) FROM home_game AS T1 JOIN team AS T2 ON T1.team_id = T2.team_id_br WHERE T2.name = 'Boston Red Stockings' AND T1.year BETWEEN 1990 AND 2000;,"['team', 'home_game']",2,2,0.1807058823529412,False,True,False
train.3667,baseball_1,How many times did Boston Red Stockings lose in 2009 postseason?,SELECT count(*) FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_loser  =  T2.team_id_br WHERE T2.name  =  'Boston Red Stockings' AND T1.year = 2009;,"['postseason', 'team']",2,2,0.1635113122171945,False,True,False
train.3682,baseball_1,How much salary did the top 3 well-paid players get in 2001?,SELECT salary FROM salary WHERE YEAR  =  2001 ORDER BY salary DESC LIMIT 3;,['salary'],1,1,0.1679999999999999,True,False,False
train.3652,baseball_1,What are the first name and last name of the players whose death record is empty?,"SELECT name_first ,  name_last FROM player WHERE death_year = '';",['player'],1,1,0.1807058823529412,True,False,False
train.3638,baseball_1,Count the number of players who enter hall of fame for each year.,"SELECT yearid ,  count(*) FROM hall_of_fame GROUP BY yearid;",['hall_of_fame'],1,1,0.1807058823529412,True,False,False
train.3663,baseball_1,List players' first name and last name who have weight greater than 220 or height shorter than 75.,"SELECT name_first ,  name_last FROM player WHERE weight  >  220 OR height  <  75",['player'],1,1,0.2188235294117647,True,False,False
train.3683,baseball_1,What were all the salary values of players in 2010 and 2001?,SELECT salary FROM salary WHERE YEAR  =  2010 UNION SELECT salary FROM salary WHERE YEAR  =  2001,['salary'],1,1,0.2195113122171945,True,False,False
train.3664,baseball_1,What are the first name and last name of the players who have weight above 220 or height below 75?,"SELECT name_first ,  name_last FROM player WHERE weight  >  220 OR height  <  75",['player'],1,1,0.2188235294117647,True,False,False
train.3707,baseball_1,Which cities have 2 to 4 parks?,SELECT city FROM park GROUP BY city HAVING count(*) BETWEEN 2 AND 4;,['park'],1,1,0.1985882352941176,True,False,False
dev.115,car_1,How many car models are produced in the usa?,SELECT count(*) FROM MODEL_LIST AS T1 JOIN CAR_MAKERS AS T2 ON T1.Maker  =  T2.Id JOIN COUNTRIES AS T3 ON T2.Country  =  T3.CountryId WHERE T3.CountryName  =  'usa';,"['car_makers', 'model_list', 'countries']",3,3+,0.1425882352941176,False,False,True
dev.104,car_1,What are the different models for the cards produced after 1980?,SELECT DISTINCT T1.model FROM MODEL_LIST AS T1 JOIN CAR_NAMES AS T2 ON T1.model  =  T2.model JOIN CARS_DATA AS T3 ON T2.MakeId  =  T3.id WHERE T3.year  >  1980;,"['model_list', 'car_names', 'cars_data']",3,3+,0.1679999999999999,False,False,True
dev.116,car_1,What is the count of the car models produced in the United States?,SELECT count(*) FROM MODEL_LIST AS T1 JOIN CAR_MAKERS AS T2 ON T1.Maker  =  T2.Id JOIN COUNTRIES AS T3 ON T2.Country  =  T3.CountryId WHERE T3.CountryName  =  'usa';,"['car_makers', 'model_list', 'countries']",3,3+,0.1425882352941176,False,False,True
dev.103,car_1,Which distinct car models are the produced after 1980?,SELECT DISTINCT T1.model FROM MODEL_LIST AS T1 JOIN CAR_NAMES AS T2 ON T1.model  =  T2.model JOIN CARS_DATA AS T3 ON T2.MakeId  =  T3.id WHERE T3.year  >  1980;,"['model_list', 'car_names', 'cars_data']",3,3+,0.1679999999999999,False,False,True
dev.106,car_1,What is the name of each continent and how many car makers are there in each one?,"SELECT T1.Continent ,  count(*) FROM CONTINENTS AS T1 JOIN COUNTRIES AS T2 ON T1.ContId  =  T2.continent JOIN car_makers AS T3 ON T2.CountryId  =  T3.Country GROUP BY T1.Continent;","['countries', 'car_makers', 'continents']",3,3+,0.1807058823529412,False,False,True
dev.96,car_1,What is the model of the car with the smallest amount of horsepower?,SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id ORDER BY T2.horsepower ASC LIMIT 1;,"['car_names', 'cars_data']",2,2,0.1119999999999999,False,True,False
dev.162,car_1,What is the number of countries with more than 2 car makers ?,select count(*) from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country group by t1.countryid having count(*)  >  2,"['car_makers', 'countries']",2,2,0.2195113122171945,False,True,False
dev.133,car_1,"Which model saves the most gasoline? That is to say, have the maximum miles per gallon.",SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id ORDER BY T2.mpg DESC LIMIT 1;,"['car_names', 'cars_data']",2,2,0.1119999999999999,False,True,False
dev.102,car_1,What is the maker of the carr produced in the earliest year and what year was it?,"SELECT T2.Make ,  T1.Year FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T1.Year  =  (SELECT min(YEAR) FROM CARS_DATA);","['cars_data', 'car_names']",2,2,0.2112941176470588,False,True,False
dev.168,car_1,"Among the cars that do not have the minimum horsepower , what are the make ids and names of all those with less than 4 cylinders ?","select t2.makeid ,  t2.make from cars_data as t1 join car_names as t2 on t1.id  =  t2.makeid where t1.horsepower  >  (select min(horsepower) from cars_data) and t1.cylinders  <  4;","['cars_data', 'car_names']",2,2,0.2635743724241289,False,True,False
dev.158,car_1,"For a volvo model, how many cylinders does the version with least accelerate have?",SELECT T1.cylinders FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T2.Model  =  'volvo' ORDER BY T1.accelerate ASC LIMIT 1;,"['cars_data', 'car_names']",2,2,0.1679999999999999,False,True,False
dev.166,car_1,"For all of the 4 cylinder cars, which model has the most horsepower?",SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T2.Cylinders  =  4 ORDER BY T2.horsepower DESC LIMIT 1;,"['car_names', 'cars_data']",2,2,0.1679999999999999,False,True,False
dev.157,car_1,"For model volvo, how many cylinders does the car with the least accelerate have?",SELECT T1.cylinders FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T2.Model  =  'volvo' ORDER BY T1.accelerate ASC LIMIT 1;,"['cars_data', 'car_names']",2,2,0.1679999999999999,False,True,False
dev.114,car_1,What is the number of makers of care in France?,SELECT count(*) FROM CAR_MAKERS AS T1 JOIN COUNTRIES AS T2 ON T1.Country  =  T2.CountryId WHERE T2.CountryName  =  'france';,"['car_makers', 'countries']",2,2,0.1425882352941176,False,True,False
dev.134,car_1,What is the car model with the highest mpg ?,select t1.model from car_names as t1 join cars_data as t2 on t1.makeid  =  t2.id order by t2.mpg desc limit 1;,"['car_names', 'cars_data']",2,2,0.1119999999999999,False,True,False
dev.122,car_1,What are the makers and models?,"SELECT Maker ,  Model FROM MODEL_LIST;",['model_list'],1,1,0.1247058823529411,True,False,False
dev.160,car_1,What is the number of cars with a greater accelerate than the one with the most horsepower?,SELECT COUNT(*) FROM CARS_DATA WHERE Accelerate  >  ( SELECT Accelerate FROM CARS_DATA ORDER BY Horsepower DESC LIMIT 1 );,['cars_data'],1,1,0.1985882352941176,True,False,False
train.6291,city_record,Which cities have lower temperature in March than in July and have been once host cities?,SELECT T1.city FROM city AS T1 JOIN temperature AS T2 ON T1.city_id  =  T2.city_id WHERE T2.Mar  <  T2.Jul INTERSECT SELECT T3.city FROM city AS T3 JOIN hosting_city AS T4 ON T3.city_id  =  T4.host_city,"['hosting_city', 'city', 'temperature']",3,3+,0.1985882352941176,False,False,True
train.6292,city_record,Give me a list of cities whose temperature in Mar is lower than that in Dec and which have never been host cities.,SELECT T1.city FROM city AS T1 JOIN temperature AS T2 ON T1.city_id  =  T2.city_id WHERE T2.Mar  <  T2.Dec EXCEPT SELECT T3.city FROM city AS T3 JOIN hosting_city AS T4 ON T3.city_id  =  T4.host_city,"['hosting_city', 'city', 'temperature']",3,3+,0.1985882352941176,False,False,True
train.6276,city_record,"What is the venue of the competition ""1994 FIFA World Cup qualification"" hosted by ""Nanjing ( Jiangsu )""?",SELECT T3.venue FROM city AS T1 JOIN hosting_city AS T2 ON T1.city_id = T2.host_city JOIN MATCH AS T3 ON T2.match_id = T3.match_id WHERE T1.city = 'Nanjing ( Jiangsu )' AND T3.competition = '1994 FIFA World Cup qualification',"['hosting_city', 'city', 'match']",3,3+,0.1635113122171945,False,False,True
train.6274,city_record,Which city has hosted the most events?,SELECT T1.city FROM city AS T1 JOIN hosting_city AS T2 ON T1.city_id  =  T2.host_city GROUP BY T2.host_city ORDER BY count(*) DESC LIMIT 1,"['hosting_city', 'city']",2,2,0.1679999999999999,False,True,False
train.6287,city_record,"In February, which city marks the highest temperature?",SELECT T1.city FROM city AS T1 JOIN temperature AS T2 ON T1.city_id  =  T2.city_id ORDER BY T2.Feb DESC LIMIT 1,"['city', 'temperature']",2,2,0.1119999999999999,False,True,False
