sample_id,db_id,question,gold_sql,source_tables,len_tbls,cate_len_tbls,gold_c,need_low|wrong,need_mid|wrong,need_high|wrong
train.6738,activity_1,Find the building that has the largest number of faculty members.,SELECT building FROM Faculty GROUP BY building ORDER BY count(*) DESC LIMIT 1,['faculty'],1,1,0.1679999999999999,False,True,False
train.6795,activity_1,Find the first names of the faculty members who are playing Canoeing or Kayaking.,SELECT DISTINCT T1.lname FROM Faculty AS T1 JOIN Faculty_participates_in AS T2 ON T1.facID  =  T2.facID JOIN activity AS T3 ON T2.actid  =  T2.actid WHERE T3.activity_name  =  'Canoeing' OR T3.activity_name  =  'Kayaking',"['activity', 'faculty', 'faculty_participates_in']",3,3+,0.1889230769230769,False,True,False
train.6757,activity_1,Show all the faculty ranks and the number of students advised by each rank.,"SELECT T1.rank ,  count(*) FROM Faculty AS T1 JOIN Student AS T2 ON T1.FacID  =  T2.advisor GROUP BY T1.rank","['faculty', 'student']",2,2,0.1807058823529412,False,True,False
train.6733,activity_1,Show the first name and last name for all the instructors.,"SELECT fname ,  lname FROM Faculty WHERE Rank  =  'Instructor'",['faculty'],1,1,0.1807058823529412,False,True,False
train.6782,activity_1,How many faculty members participate in each activity? Return the activity names and the number of faculty members.,"SELECT T1.activity_name ,  count(*) FROM Activity AS T1 JOIN Faculty_participates_in AS T2 ON T1.actID  =  T2.actID GROUP BY T1.actID","['activity', 'faculty_participates_in']",2,2,0.1807058823529412,False,True,False
train.6781,activity_1,Show all the activity names and the number of faculty involved in each activity.,"SELECT T1.activity_name ,  count(*) FROM Activity AS T1 JOIN Faculty_participates_in AS T2 ON T1.actID  =  T2.actID GROUP BY T1.actID","['activity', 'faculty_participates_in']",2,2,0.1807058823529412,False,True,False
train.6766,activity_1,List all the activities we have.,SELECT activity_name FROM Activity,['activity'],1,1,0.0865882352941176,True,False,False
train.6726,activity_1,What are the faculty ids of all the male faculty members?,SELECT FacID FROM Faculty WHERE Sex  =  'M',['faculty'],1,1,0.1425882352941176,True,False,False
train.6776,activity_1,Find the number of activities Mark Giuliano is involved in.,SELECT count(*) FROM Faculty AS T1 JOIN Faculty_participates_in AS T2 ON T1.facID  =  T2.facID WHERE T1.fname  =  'Mark' AND T1.lname  =  'Giuliano',"['faculty', 'faculty_participates_in']",2,2,0.1635113122171945,True,False,False
train.6765,activity_1,What activities do we have?,SELECT activity_name FROM Activity,['activity'],1,1,0.0865882352941176,True,False,False
train.534,allergy_1,How many students are over 18 and do not have allergy to food type or animal type?,SELECT count(*) FROM Student WHERE age  >  18 AND StuID NOT IN ( SELECT StuID FROM Has_allergy AS T1 JOIN Allergy_Type AS T2 ON T1.Allergy  =  T2.Allergy WHERE T2.allergytype  =  'food' OR T2.allergytype  =  'animal'),"['has_allergy', 'allergy_type', 'student']",3,3+,0.2469325681492108,False,False,True
train.522,allergy_1,What are the allergies the girl named Lisa has? And what are the types of them? Order the result by allergy names.,"SELECT T1.Allergy ,  T1.AllergyType FROM Allergy_type AS T1 JOIN Has_allergy AS T2 ON T1.Allergy  =  T2.Allergy JOIN Student AS T3 ON T3.StuID  =  T2.StuID WHERE T3.Fname  =  'Lisa' ORDER BY T1.Allergy","['has_allergy', 'allergy_type', 'student']",3,3+,0.2061176470588234,False,False,True
train.529,allergy_1,Find the number of male (sex is 'M') students who have some food type allery.,SELECT count(*) FROM Student WHERE sex  =  'M' AND StuID IN (SELECT StuID FROM Has_allergy AS T1 JOIN Allergy_Type AS T2 ON T1.Allergy  =  T2.Allergy WHERE T2.allergytype  =  'food'),"['has_allergy', 'allergy_type', 'student']",3,3+,0.2254567253653053,False,False,True
train.527,allergy_1,List the first and last name of the students who do not have any food type allergy.,"SELECT fname ,  lname FROM Student WHERE StuID NOT IN (SELECT T1.StuID FROM Has_allergy AS T1 JOIN Allergy_Type AS T2 ON T1.Allergy  =  T2.Allergy WHERE T2.allergytype  =  'food')","['has_allergy', 'allergy_type', 'student']",3,3+,0.2494117647058823,False,False,True
train.533,allergy_1,Find the number of students who are older than 18 and do not have allergy to either food or animal.,SELECT count(*) FROM Student WHERE age  >  18 AND StuID NOT IN ( SELECT StuID FROM Has_allergy AS T1 JOIN Allergy_Type AS T2 ON T1.Allergy  =  T2.Allergy WHERE T2.allergytype  =  'food' OR T2.allergytype  =  'animal'),"['has_allergy', 'allergy_type', 'student']",3,3+,0.2469325681492108,False,False,True
train.526,allergy_1,How old are the students with allergies to food and animal types on average?,SELECT avg(age) FROM Student WHERE StuID IN ( SELECT T1.StuID FROM Has_allergy AS T1 JOIN Allergy_Type AS T2 ON T1.Allergy  =  T2.Allergy WHERE T2.allergytype  =  'food' INTERSECT SELECT T1.StuID FROM Has_allergy AS T1 JOIN Allergy_Type AS T2 ON T1.Allergy  =  T2.Allergy WHERE T2.allergytype  =  'animal'),"['has_allergy', 'allergy_type', 'student']",3,3+,0.2469325681492109,False,False,True
train.535,allergy_1,Find the first name and major of the students who are not allegry to soy.,"SELECT fname ,  major FROM Student WHERE StuID NOT IN (SELECT StuID FROM Has_allergy WHERE Allergy  =  'Soy')","['has_allergy', 'student']",2,2,0.2494117647058823,False,False,True
train.470,allergy_1,What are the full names and ages for all female students whose sex is F?,"SELECT Fname ,  Lname ,  Age FROM Student WHERE Sex  =  'F'",['student'],1,1,0.2065882352941176,False,False,True
train.536,allergy_1,What are the first name and major of the students who are able to consume soy?,"SELECT fname ,  major FROM Student WHERE StuID NOT IN (SELECT StuID FROM Has_allergy WHERE Allergy  =  'Soy')","['has_allergy', 'student']",2,2,0.2494117647058823,False,False,True
train.513,allergy_1,Which allergy has most number of students affected?,SELECT Allergy FROM Has_allergy GROUP BY Allergy ORDER BY count(*) DESC LIMIT 1,['has_allergy'],1,1,0.1679999999999999,False,True,False
train.501,allergy_1,Which advisor has most number of students?,SELECT advisor FROM Student GROUP BY advisor ORDER BY count(*) DESC LIMIT 1,['student'],1,1,0.1679999999999999,False,True,False
train.491,allergy_1,Which major has most number of students?,SELECT major FROM Student GROUP BY major ORDER BY count(*) DESC LIMIT 1,['student'],1,1,0.1679999999999999,False,True,False
train.509,allergy_1,How many female students have milk or egg allergies?,SELECT count(*) FROM has_allergy AS T1 JOIN Student AS T2 ON T1.StuID  =  T2.StuID WHERE T2.sex  =  'F' AND T1.allergy  =  'Milk' OR T1.allergy  =  'Eggs',"['has_allergy', 'student']",2,2,0.1807058823529412,False,True,False
train.456,allergy_1,Which allergy type is most common?,SELECT allergytype FROM Allergy_type GROUP BY allergytype ORDER BY count(*) DESC LIMIT 1,['allergy_type'],1,1,0.1679999999999999,False,True,False
train.518,allergy_1,How many students are affected by each allergy type?,"SELECT T2.allergytype ,  count(*) FROM Has_allergy AS T1 JOIN Allergy_type AS T2 ON T1.allergy  =  T2.allergy GROUP BY T2.allergytype","['has_allergy', 'allergy_type']",2,2,0.1807058823529412,False,True,False
train.442,allergy_1,How many distinct allergies are there?,SELECT count(DISTINCT allergytype) FROM Allergy_type,['allergy_type'],1,1,0.1119999999999999,True,False,False
train.512,allergy_1,How many students are affected by food related allergies?,SELECT count(*) FROM Has_allergy AS T1 JOIN Allergy_type AS T2 ON T1.allergy  =  T2.allergy WHERE T2.allergytype  =  'food',"['has_allergy', 'allergy_type']",2,2,0.1425882352941176,True,False,False
train.511,allergy_1,How many students have a food allergy?,SELECT count(*) FROM Has_allergy AS T1 JOIN Allergy_type AS T2 ON T1.allergy  =  T2.allergy WHERE T2.allergytype  =  'food',"['has_allergy', 'allergy_type']",2,2,0.1425882352941176,True,False,False
train.508,allergy_1,Which students are unaffected by allergies?,SELECT StuID FROM Student EXCEPT SELECT StuID FROM Has_allergy,"['has_allergy', 'student']",2,2,0.1425882352941176,True,False,False
train.450,allergy_1,What is allergy type of a cat allergy?,SELECT allergytype FROM Allergy_type WHERE allergy  =  'Cat',['allergy_type'],1,1,0.1425882352941176,True,False,False
train.471,allergy_1,Show student ids for all male students.,SELECT StuID FROM Student WHERE Sex  =  'M',['student'],1,1,0.1425882352941176,True,False,False
train.1263,apartment_rentals,Which apartment type code is the most common among apartments with more than one bathroom?,SELECT apt_type_code FROM Apartments WHERE bathroom_count  >  1 GROUP BY apt_type_code ORDER BY count(*) DESC LIMIT 1,['apartments'],1,1,0.2239999999999999,False,False,True
train.1259,apartment_rentals,"Which apartment type has the largest number of total rooms? Return the apartment type code, its number of bathrooms and number of bedrooms.","SELECT apt_type_code ,  bathroom_count ,  bedroom_count FROM Apartments GROUP BY apt_type_code ORDER BY sum(room_count) DESC LIMIT 1",['apartments'],1,1,0.2319999999999999,False,False,True
train.1260,apartment_rentals,Show the most common apartment type code.,SELECT apt_type_code FROM Apartments GROUP BY apt_type_code ORDER BY count(*) DESC LIMIT 1,['apartments'],1,1,0.1679999999999999,False,True,False
train.1257,apartment_rentals,What are the top three apartment types in terms of the average room count? Give me the,SELECT apt_type_code FROM Apartments GROUP BY apt_type_code ORDER BY avg(room_count) DESC LIMIT 3,['apartments'],1,1,0.1679999999999999,False,True,False
train.1220,apartment_rentals,"Show the apartment numbers, start dates, and end dates of all the apartment bookings.","SELECT T2.apt_number ,  T1.booking_start_date ,  T1.booking_start_date FROM Apartment_Bookings AS T1 JOIN Apartments AS T2 ON T1.apt_id  =  T2.apt_id","['apartment_bookings', 'apartments']",2,2,0.1247058823529411,True,False,False
train.1239,apartment_rentals,What are the facility codes of the apartments with more than four bedrooms?,SELECT T1.facility_code FROM Apartment_Facilities AS T1 JOIN Apartments AS T2 ON T1.apt_id  =  T2.apt_id WHERE T2.bedroom_count  >  4,"['apartments', 'apartment_facilities']",2,2,0.1425882352941176,True,False,False
train.1233,apartment_rentals,"What are the guest first name, start date, and end date of each apartment booking?","SELECT T2.guest_first_name ,  T1.booking_start_date ,  T1.booking_start_date FROM Apartment_Bookings AS T1 JOIN Guests AS T2 ON T1.guest_id  =  T2.guest_id","['apartment_bookings', 'guests']",2,2,0.1247058823529411,True,False,False
train.1221,apartment_rentals,"What are the apartment number, start date, and end date of each apartment booking?","SELECT T2.apt_number ,  T1.booking_start_date ,  T1.booking_start_date FROM Apartment_Bookings AS T1 JOIN Apartments AS T2 ON T1.apt_id  =  T2.apt_id","['apartment_bookings', 'apartments']",2,2,0.1247058823529411,True,False,False
train.1223,apartment_rentals,"Return the booking start date and end date for the apartments that have type code ""Duplex"".","SELECT T1.booking_start_date ,  T1.booking_start_date FROM Apartment_Bookings AS T1 JOIN Apartments AS T2 ON T1.apt_id  =  T2.apt_id WHERE T2.apt_type_code  =  'Duplex'","['apartment_bookings', 'apartments']",2,2,0.1425882352941176,True,False,False
train.1235,apartment_rentals,"What are the start date and end date of the apartment bookings made by female guests (gender code ""Female"")?","SELECT T1.booking_start_date ,  T1.booking_start_date FROM Apartment_Bookings AS T1 JOIN Guests AS T2 ON T1.guest_id  =  T2.guest_id WHERE T2.gender_code  =  'Female'","['apartment_bookings', 'guests']",2,2,0.1425882352941176,True,False,False
train.3669,baseball_1,What are the name and id of the team with the most victories in 2008 postseason?,"SELECT T2.name ,  T1.team_id_winner FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_winner  =  T2.team_id_br WHERE T1.year  =  2008 GROUP BY T1.team_id_winner ORDER BY count(*) DESC LIMIT 1;","['postseason', 'team']",2,2,0.2621176470588234,False,False,True
train.3671,baseball_1,What is the number of wins the team Boston Red Stockings got in the postseasons each year in history?,"SELECT count(*) ,  T1.year FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_winner  =  T2.team_id_br WHERE T2.name  =  'Boston Red Stockings' GROUP BY T1.year","['postseason', 'team']",2,2,0.2367058823529411,False,False,True
train.3684,baseball_1,List all the salary values players received in 2010 and 2001.,SELECT salary FROM salary WHERE YEAR  =  2010 UNION SELECT salary FROM salary WHERE YEAR  =  2001,['salary'],1,1,0.2195113122171945,False,False,True
train.3641,baseball_1,"In 2014, what are the id and rank of the team that has the largest average number of attendance?","SELECT T2.team_id ,  T2.rank FROM home_game AS T1 JOIN team AS T2 ON T1.team_id  =  T2.team_id WHERE T1.year  =  2014 GROUP BY T1.team_id ORDER BY avg(T1.attendance) DESC LIMIT 1;","['team', 'home_game']",2,2,0.2621176470588234,False,False,True
train.3670,baseball_1,Find the name and id of the team that won the most times in 2008 postseason.,"SELECT T2.name ,  T1.team_id_winner FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_winner  =  T2.team_id_br WHERE T1.year  =  2008 GROUP BY T1.team_id_winner ORDER BY count(*) DESC LIMIT 1;","['postseason', 'team']",2,2,0.2621176470588234,False,False,True
train.3647,baseball_1,Which 3 players won the most player awards? List their full name and id.,"SELECT T1.name_first ,  T1.name_last ,  T1.player_id FROM player AS T1 JOIN player_award AS T2 ON T1.player_id  =  T2.player_id GROUP BY T1.player_id ORDER BY count(*) DESC LIMIT 3;","['player_award', 'player']",2,2,0.2319999999999999,False,False,True
train.3662,baseball_1,Which players won awards in both 1960 and 1961? Return their first names and last names.,"SELECT T1.name_first , T1.name_last FROM player AS T1 JOIN player_award AS T2 WHERE T2.year  =  1960 INTERSECT SELECT T1.name_first , T1.name_last FROM player AS T1 JOIN player_award AS T2 WHERE T2.year  =  1961","['player_award', 'player']",2,2,0.2576289592760181,False,False,True
train.3697,baseball_1,List players' first name and last name who received salary from team Washington Nationals in both 2005 and 2007.,"SELECT T2.name_first ,  T2.name_last FROM salary AS T1 JOIN player AS T2 ON T1.player_id = T2.player_id JOIN team AS T3 ON T3.team_id_br = T1.team_id WHERE T1.year = 2005 AND T3.name = 'Washington Nationals' INTERSECT SELECT T2.name_first , T2.name_last FROM salary AS T1 JOIN player AS T2 ON T1.player_id = T2.player_id JOIN team AS T3 ON T3.team_id_br = T1.team_id WHERE T1.year = 2007 AND T3.name = 'Washington Nationals'","['team', 'player', 'salary']",3,3+,0.2748235294117647,False,False,True
train.3700,baseball_1,Count the total number of games the team Boston Red Stockings attended from 1990 to 2000.,SELECT sum(T1.games) FROM home_game AS T1 JOIN team AS T2 ON T1.team_id = T2.team_id_br WHERE T2.name = 'Boston Red Stockings' AND T1.year BETWEEN 1990 AND 2000;,"['team', 'home_game']",2,2,0.1807058823529412,False,True,False
train.3707,baseball_1,Which cities have 2 to 4 parks?,SELECT city FROM park GROUP BY city HAVING count(*) BETWEEN 2 AND 4;,['park'],1,1,0.1985882352941176,False,True,False
train.3638,baseball_1,Count the number of players who enter hall of fame for each year.,"SELECT yearid ,  count(*) FROM hall_of_fame GROUP BY yearid;",['hall_of_fame'],1,1,0.1807058823529412,False,True,False
train.3694,baseball_1,How many games in total did team Boston Red Stockings attend from 2000 to 2010?,SELECT sum(T1.attendance) FROM home_game AS T1 JOIN team AS T2 ON T1.team_id  =  T2.team_id_br WHERE T2.name  =  'Boston Red Stockings' AND T1.year BETWEEN 2000 AND 2010;,"['team', 'home_game']",2,2,0.1807058823529412,False,True,False
train.3701,baseball_1,Which team had the least number of attendances in home games in 1980?,SELECT T2.name FROM home_game AS T1 JOIN team AS T2 ON T1.team_id = T2.team_id_br WHERE T1.year = 1980 ORDER BY T1.attendance ASC LIMIT 1;,"['team', 'home_game']",2,2,0.1679999999999999,False,True,False
train.3710,baseball_1,Which park did the most people attend in 2008?,SELECT T2.park_name FROM home_game AS T1 JOIN park AS T2 ON T1.park_id  =  T2.park_id WHERE T1.year = 2008 ORDER BY T1.attendance DESC LIMIT 1;,"['park', 'home_game']",2,2,0.1679999999999999,False,True,False
train.3699,baseball_1,How many home games did the team Boston Red Stockings play from 1990 to 2000 in total?,SELECT sum(T1.games) FROM home_game AS T1 JOIN team AS T2 ON T1.team_id = T2.team_id_br WHERE T2.name = 'Boston Red Stockings' AND T1.year BETWEEN 1990 AND 2000;,"['team', 'home_game']",2,2,0.1807058823529412,False,True,False
train.3649,baseball_1,List three countries which are the origins of the least players.,SELECT birth_country FROM player GROUP BY birth_country ORDER BY count(*) ASC LIMIT 3;,['player'],1,1,0.1679999999999999,False,True,False
train.3652,baseball_1,What are the first name and last name of the players whose death record is empty?,"SELECT name_first ,  name_last FROM player WHERE death_year = '';",['player'],1,1,0.1807058823529412,False,True,False
train.3651,baseball_1,Find all the players' first name and last name who have empty death record.,"SELECT name_first ,  name_last FROM player WHERE death_year = '';",['player'],1,1,0.1807058823529412,False,True,False
train.3678,baseball_1,What is the total salary expenses of team Boston Red Stockings in 2010?,SELECT sum(T1.salary) FROM salary AS T1 JOIN team AS T2 ON T1.team_id  =  T2.team_id_br WHERE T2.name  = 'Boston Red Stockings' AND T1.year  =  2010,"['team', 'salary']",2,2,0.1635113122171945,True,False,False
train.3632,baseball_1,Compute the average salary of the players in the team called 'Boston Red Stockings'.,SELECT avg(T1.salary) FROM salary AS T1 JOIN team AS T2 ON T1.team_id  =  T2.team_id_br WHERE T2.name  = 'Boston Red Stockings',"['team', 'salary']",2,2,0.1425882352941176,True,False,False
train.3667,baseball_1,How many times did Boston Red Stockings lose in 2009 postseason?,SELECT count(*) FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_loser  =  T2.team_id_br WHERE T2.name  =  'Boston Red Stockings' AND T1.year = 2009;,"['postseason', 'team']",2,2,0.1635113122171945,True,False,False
train.3668,baseball_1,"Count the number of times the team ""Boston Red Stockings"" lost in 2009 postseason.",SELECT count(*) FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_loser  =  T2.team_id_br WHERE T2.name  =  'Boston Red Stockings' AND T1.year = 2009;,"['postseason', 'team']",2,2,0.1635113122171945,True,False,False
train.3679,baseball_1,How many players were in the team Boston Red Stockings in 2000?,SELECT count(*) FROM salary AS T1 JOIN team AS T2 ON T1.team_id  =  T2.team_id_br WHERE T2.name  = 'Boston Red Stockings' AND T1.year  =  2000,"['team', 'salary']",2,2,0.1635113122171945,True,False,False
train.3674,baseball_1,How many times in total did the team Boston Red Stockings participate in postseason games?,SELECT count(*) FROM ( SELECT * FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_winner  =  T2.team_id_br WHERE T2.name  =  'Boston Red Stockings' UNION SELECT * FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_loser  =  T2.team_id_br WHERE T2.name  =  'Boston Red Stockings' );,"['postseason', 'team']",2,2,0.1171764705882353,True,False,False
train.3673,baseball_1,What is the total number of postseason games that team Boston Red Stockings participated in?,SELECT count(*) FROM ( SELECT * FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_winner  =  T2.team_id_br WHERE T2.name  =  'Boston Red Stockings' UNION SELECT * FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_loser  =  T2.team_id_br WHERE T2.name  =  'Boston Red Stockings' );,"['postseason', 'team']",2,2,0.1171764705882353,True,False,False
train.3680,baseball_1,How many players did Boston Red Stockings have in 2000?,SELECT count(*) FROM salary AS T1 JOIN team AS T2 ON T1.team_id  =  T2.team_id_br WHERE T2.name  = 'Boston Red Stockings' AND T1.year  =  2000,"['team', 'salary']",2,2,0.1635113122171945,True,False,False
train.142,bike_1,What are the ids of the stations in San Francisco that normally have more than 10 bikes available?,SELECT id FROM station WHERE city  =  'San Francisco' INTERSECT SELECT station_id FROM status GROUP BY station_id HAVING avg(bikes_available)  >  10,"['status', 'station']",2,2,0.3068684900711876,False,False,True
train.195,bike_1,Find all the zip codes in which the max dew point have never reached 70.,SELECT DISTINCT zip_code FROM weather EXCEPT SELECT DISTINCT zip_code FROM weather WHERE max_dew_point_f  >=  70,['weather'],1,1,0.2239999999999999,False,False,True
train.208,bike_1,What are the names of the stations that are located in Palo Alto but have never been the ending point of the trips,SELECT name FROM station WHERE city  =  'Palo Alto' EXCEPT SELECT end_station_name FROM trip GROUP BY end_station_name HAVING count(*)  >  100,"['trip', 'station']",2,2,0.3449861371300111,False,False,True
train.134,bike_1,What are the start station's name and id for the one that had the most start trips in August?,"SELECT start_station_name ,  start_station_id FROM trip WHERE start_date LIKE '8/%' GROUP BY start_station_name ORDER BY COUNT(*) DESC LIMIT 1",['trip'],1,1,0.2621176470588234,False,False,True
train.155,bike_1,Give me ids for all the trip that took place in a zip code area with average mean temperature above 60.,SELECT T1.id FROM trip AS T1 JOIN weather AS T2 ON T1.zip_code  =  T2.zip_code GROUP BY T2.zip_code HAVING avg(T2.mean_temperature_f)  >  60,"['weather', 'trip']",2,2,0.2195113122171945,False,False,True
train.133,bike_1,Which start station had the most trips starting from August? Give me the name and id of the station.,"SELECT start_station_name ,  start_station_id FROM trip WHERE start_date LIKE '8/%' GROUP BY start_station_name ORDER BY COUNT(*) DESC LIMIT 1",['trip'],1,1,0.2621176470588234,False,False,True
train.172,bike_1,What are the names of all stations that have more than 10 bikes available and are not located in San Jose?,SELECT T1.name FROM station AS T1 JOIN status AS T2 ON T1.id  =  T2.station_id GROUP BY T2.station_id HAVING avg(bikes_available)  >  10 EXCEPT SELECT name FROM station WHERE city  =  'San Jose',"['status', 'station']",2,2,0.3068684900711876,False,False,True
train.156,bike_1,"For each zip code, find the ids of all trips that have a higher average mean temperature above 60?",SELECT T1.id FROM trip AS T1 JOIN weather AS T2 ON T1.zip_code  =  T2.zip_code GROUP BY T2.zip_code HAVING avg(T2.mean_temperature_f)  >  60,"['weather', 'trip']",2,2,0.2195113122171945,False,False,True
train.146,bike_1,What are the 3 most common cloud covers in the zip code of 94107?,SELECT cloud_cover FROM weather WHERE zip_code  =  94107 GROUP BY cloud_cover ORDER BY COUNT (*) DESC LIMIT 3,['weather'],1,1,0.2239999999999999,False,False,True
train.198,bike_1,What are the ids of all trips that had a duration as long as the average trip duration in the zip code 94103?,SELECT id FROM trip WHERE duration  >=  (SELECT avg(duration) FROM trip WHERE zip_code  =  94103),['trip'],1,1,0.1731764705882353,False,True,False
train.204,bike_1,What are the different ids and names of the stations that have had more than 12 bikes available?,"SELECT DISTINCT T1.id ,  T1.name FROM station AS T1 JOIN status AS T2 ON T1.id  =  T2.station_id WHERE T2.bikes_available  >  12","['status', 'station']",2,2,0.2061176470588234,False,True,False
train.191,bike_1,"For each station, find its latitude and the minimum duration of trips that ended at the station.","SELECT T1.name ,  T1.lat ,  min(T2.duration) FROM station AS T1 JOIN trip AS T2 ON T1.id  =  T2.end_station_id GROUP BY T2.end_station_id","['trip', 'station']",2,2,0.2065882352941176,False,True,False
train.160,bike_1,"Which days had a minimum dew point smaller than any day in zip code 94107, and in which zip codes were those measurements taken?","SELECT date ,  zip_code FROM weather WHERE min_dew_point_f  <  (SELECT min(min_dew_point_f) FROM weather WHERE zip_code  =  94107)",['weather'],1,1,0.1731764705882353,False,True,False
train.137,bike_1,How many days had both mean humidity above 50 and mean visibility above 8?,SELECT COUNT(*) FROM weather WHERE mean_humidity  >  50 AND mean_visibility_miles  >  8,['weather'],1,1,0.1635113122171945,False,True,False
train.211,bike_1,What is the average latitude and longitude of the starting points of all trips?,"SELECT avg(T1.lat) ,  avg(T1.long) FROM station AS T1 JOIN trip AS T2 ON T1.id  =  T2.start_station_id","['trip', 'station']",2,2,0.1247058823529411,True,False,False
train.188,bike_1,What are the ids of the trips that lasted the longest and how long did they last?,"SELECT id ,  duration FROM trip ORDER BY duration DESC LIMIT 3",['trip'],1,1,0.1501176470588235,True,False,False
train.164,bike_1,What is the id of the trip that started from the station with the highest dock count?,SELECT T1.id FROM trip AS T1 JOIN station AS T2 ON T1.start_station_id  =  T2.id ORDER BY T2.dock_count DESC LIMIT 1,"['trip', 'station']",2,2,0.1119999999999999,True,False,False
train.153,bike_1,When and in what zip code did max temperature reach 80?,"SELECT date ,  zip_code FROM weather WHERE max_temperature_f  >=  80",['weather'],1,1,0.1425882352941176,True,False,False
train.212,bike_1,What is the average latitude and longitude of all starting stations for the trips?,"SELECT avg(T1.lat) ,  avg(T1.long) FROM station AS T1 JOIN trip AS T2 ON T1.id  =  T2.start_station_id","['trip', 'station']",2,2,0.1247058823529411,True,False,False
train.154,bike_1,What zip codes have a station with a max temperature greater than or equal to 80 and when did it reach that temperature?,"SELECT date ,  zip_code FROM weather WHERE max_temperature_f  >=  80",['weather'],1,1,0.1425882352941176,True,False,False
train.2402,candidate_poll,"Please list support, consider, and oppose rates for each candidate in ascending order by unsure rate.","SELECT Support_rate ,  Consider_rate ,  Oppose_rate FROM candidate ORDER BY unsure_rate",['candidate'],1,1,0.176,False,False,True
train.2403,candidate_poll,"What are the support, consider, and oppose rates of each candidate, ordered ascending by their unsure rate?","SELECT Support_rate ,  Consider_rate ,  Oppose_rate FROM candidate ORDER BY unsure_rate",['candidate'],1,1,0.176,False,False,True
