db_id,sample_id,target_complexity,question,target,no_bos_pred,with_bos_pred,vt,ba,BO_complexity
debit_card_specializing,10894,13,"In 2012, who had the least consumption in LAM?","SELECT T1.CustomerID FROM customers AS T1 INNER JOIN yearmonth AS T2 ON T1.CustomerID = T2.CustomerID WHERE T1.Segment = 'LAM' AND SUBSTR(T2.Date, 1, 4) = '2012' GROUP BY T1.CustomerID ORDER BY SUM(T2.Consumption) ASC LIMIT 1","SELECT y.customerid, SUM(y.consumption) AS total_consumption FROM yearmonth y JOIN customers c ON y.customerid = c.customerid WHERE strftime('%Y', y.date) = '2012' AND c.segment = 'LAM' GROUP BY y.customerid ORDER BY total_consumption ASC LIMIT 1;",SELECT customers.customerid FROM customers INNER JOIN yearmonth ON customers.customerid = yearmonth.customerid WHERE yearmonth.date LIKE '2012%' AND customers.segment = 'LAM' GROUP BY customers.customerid ORDER BY SUM(yearmonth.consumption) ASC LIMIT 1,SELECT customers.customerid FROM customers INNER JOIN yearmonth AS T2 ON T1.CustomerID = T2.CustomerID WHERE yearmonth.date = '[placeholder-type:string]' AND customers.segment = '[placeholder-type:string]' GROUP BY customers.customerid ORDER BY SUM(yearmonth.consumption) LIMIT [placeholder-type:numeric],"The virtual table retrieves the unique customer IDs from the 'customers' table who belong to a specific segment and have consumption data for a given date. The results are grouped by customer ID and ordered by the total consumption, with a limit on the number of results returned.",13
software_company,8570,12,What is the income of female customers ages from 30 to 55 years old and has an occupation of machine-op-inspct?,SELECT T2.INCOME_K FROM Customers AS T1 INNER JOIN Demog AS T2 ON T1.GEOID = T2.GEOID WHERE T1.SEX = 'Female' AND T1.age >= 30 AND T1.age <= 55 AND T1.OCCUPATION = 'Machine-op-inspct',SELECT (CAST(d.inhabitants_k AS NUMERIC) * CAST(d.income_k AS NUMERIC) * 12) AS total_income_per_year FROM customers c JOIN demog d ON c.geoid = d.geoid WHERE c.sex = 'Female' AND c.age BETWEEN 30 AND 55 AND c.occupation = 'Machine-op-inspct';,SELECT demog.income_k FROM demog JOIN customers ON demog.geoid = customers.geoid WHERE customers.sex = 'Female' AND customers.age BETWEEN 30 AND 55 AND customers.occupation = 'Machine-op-inspct',SELECT demog.income_k FROM demog WHERE demog.geoid IN (SELECT demog.geoid FROM Customers WHERE EDUCATIONNUM < 5 AND SEX = 'Female' AND MARITAL_STATUS = 'Widowed'),The virtual table retrieves the average income per inhabitant from the 'demog' table for geographic identifiers associated with female customers who have less than a specified level of education and are widowed.,15
olympics,4978,12,List out all the gold medalist winners in cycling sport.,SELECT DISTINCT T5.full_name FROM event AS T1 INNER JOIN competitor_event AS T2 ON T1.id = T2.event_id INNER JOIN games_competitor AS T3 ON T2.competitor_id = T3.id INNER JOIN sport AS T4 ON T1.sport_id = T4.id INNER JOIN person AS T5 ON T3.person_id = T5.id WHERE T4.sport_name = 'Cycling' AND T2.medal_id = 1,SELECT person.full_name FROM competitor_event JOIN games_competitor ON competitor_event.competitor_id = games_competitor.id JOIN event ON competitor_event.event_id = event.id JOIN sport ON event.sport_id = sport.id JOIN medal ON competitor_event.medal_id = medal.id WHERE sport.sport_name = 'Cycling' AND medal.medal_name = 'Gold',SELECT DISTINCT person.full_name FROM person INNER JOIN games_competitor ON person.id = games_competitor.person_id INNER JOIN competitor_event ON games_competitor.id = competitor_event.competitor_id INNER JOIN event ON competitor_event.event_id = event.id INNER JOIN sport ON event.sport_id = sport.id WHERE competitor_event.medal_id = 1 AND sport.sport_name = 'Cycling',SELECT DISTINCT medal.medal_name FROM medal INNER JOIN competitor_event AS T2 ON T1.id = T2.medal_id WHERE competitor_event.competitor_id = [placeholder-type:numeric],"The virtual table lists the distinct names of medals from the 'medal' table that have been awarded to a specific competitor in the Olympic events. The query joins the 'medal' table with the 'competitor_event' table to filter the results based on the competitor's ID, represented by a placeholder for numeric values.",8
trains,717,13,Which direction do most of the trains with rectangle-shaped second cars run?,SELECT T2.direction FROM cars AS T1 INNER JOIN trains AS T2 ON T1.train_id = T2.id WHERE T1.position = 2 AND T1.shape = 'rectangle' GROUP BY T2.direction ORDER BY COUNT(T2.id) DESC LIMIT 1,"SELECT trains.direction, COUNT(*) AS count FROM cars JOIN trains ON cars.train_id = trains.id WHERE cars.shape = 'rectangle' AND cars.position = '2' GROUP BY trains.direction ORDER BY count DESC LIMIT 1;",SELECT trains.direction FROM cars INNER JOIN trains ON cars.train_id = trains.id WHERE cars.shape = 'rectangle' AND cars.position = '2' GROUP BY trains.direction ORDER BY COUNT(*) DESC LIMIT 1,SELECT trains.direction FROM cars INNER JOIN trains AS T2 ON T1.train_id = T2.id WHERE cars.shape = '[placeholder-type:string]',"The virtual table retrieves the direction of trains associated with cars that have a specific shape. It joins the 'cars' table with the 'trains' table based on the train_id, allowing us to filter the results based on the shape of the cars.",7
law_episode,1290,12,What is the title of the episode that has the highest number of crews in the Art Department?,SELECT T2.title FROM Credit AS T1 INNER JOIN Episode AS T2 ON T1.episode_id = T2.episode_id WHERE T1.category = 'Art Department' GROUP BY T2.episode_id ORDER BY COUNT(T1.category) DESC LIMIT 1,"SELECT e.title FROM episode e JOIN (SELECT episode_id, COUNT(*) AS crew_count FROM credit WHERE category = 'Art Department' GROUP BY episode_id) AS c ON e.episode_id = c.episode_id ORDER BY c.crew_count DESC LIMIT 1;",SELECT episode.title FROM episode INNER JOIN credit ON episode.episode_id = credit.episode_id WHERE credit.category = 'Art Department' GROUP BY episode.episode_id ORDER BY COUNT(credit.person_id) DESC LIMIT 1,SELECT episode.title FROM episode INNER JOIN Keyword AS T2 ON T1.episode_id = T2.episode_id WHERE keyword.keyword = '[placeholder-type:string]',"The virtual table describes the titles of episodes from the 'episode' table that are associated with a specific keyword. The query uses an inner join with the 'keyword' table to filter episodes based on the provided keyword, represented by a placeholder.",7
european_football_2,10447,13,Give the name of the league had the most goals in the 2016 season?,SELECT t2.name FROM Match AS t1 INNER JOIN League AS t2 ON t1.league_id = t2.id WHERE t1.season = '2015/2016' GROUP BY t2.name ORDER BY SUM(t1.home_team_goal + t1.away_team_goal) DESC LIMIT 1,"SELECT league.name AS league_name, SUM(match.home_team_goal + match.away_team_goal) AS total_goals FROM match JOIN league ON match.league_id = league.id WHERE match.season = '2015/2016' GROUP BY league.name ORDER BY total_goals DESC LIMIT 1;",SELECT league.name FROM league JOIN match ON league.id = match.league_id WHERE match.season = '2015/2016' GROUP BY league.name HAVING SUM(match.home_team_goal + match.away_team_goal) = (SELECT MAX(total_goals) FROM (SELECT SUM(home_team_goal + away_team_goal) AS total_goals FROM match WHERE season = '2015/2016' GROUP BY league_id)),SELECT league.name FROM league JOIN Match AS t2 ON t1.id = t2.league_id WHERE match.season = '[placeholder-type:string]' GROUP BY league.name HAVING COUNT(match.id) = (SELECT MAX(subquery_q0.match_count) FROM (SELECT COUNT(t2.id) AS match_count FROM Match AS t2 WHERE t2.season = '2008/2009' GROUP BY t2.league_id)),"The virtual table lists the names of leagues from the 'league' table that have the maximum number of matches played in a specified season. It joins the 'league' table with the 'match' table to filter leagues based on the number of matches in that season, using a subquery to determine the maximum match count for comparison.",21
european_football_2,10520,12,What is Ajax's highest chance creation passing score and what is it classified as?,"SELECT t2.chanceCreationPassing, t2.chanceCreationPassingClass FROM Team AS t1 INNER JOIN Team_Attributes AS t2 ON t1.team_api_id = t2.team_api_id WHERE t1.team_long_name = 'Ajax' ORDER BY t2.chanceCreationPassing DESC LIMIT 1","SELECT chancecreationpassing, chancecreationpassingclass FROM team_attributes INNER JOIN team ON team.team_api_id = team_attributes.team_api_id WHERE team.team_long_name = 'Ajax' ORDER BY date DESC LIMIT 1;","SELECT MAX(team_attributes.chancecreationpassing) AS highest_chance_creation_passing_score, team_attributes.chancecreationpassingclass AS classification FROM team_attributes JOIN team ON team_attributes.team_api_id = team.team_api_id WHERE team.team_long_name = 'Ajax'",SELECT player_attributes.preferred_foot FROM player_attributes WHERE NOT player_attributes.potential IS NULL ORDER BY player_attributes.potential LIMIT [placeholder-type:numeric],"The virtual table retrieves the preferred foot of players from the 'player_attributes' table, specifically for those players who have a defined potential score. The results are ordered by the potential score in ascending order, and a limit is applied to restrict the number of records returned based on a specified numeric value.",9
public_review_platform,3992,13,List all the tires businesses that are opened everyday.,SELECT DISTINCT T2.business_id FROM Categories AS T1 INNER JOIN Business_Categories AS T2 ON T1.category_id = T2.category_id INNER JOIN Business AS T3 ON T2.business_id = T3.business_id INNER JOIN Business_Hours AS T4 ON T3.business_id = T4.business_id WHERE T1.category_name = 'Tires' GROUP BY T2.business_id HAVING COUNT(day_id) = 7,"SELECT b.business_id, b.city, b.state FROM business b JOIN business_categories bc ON b.business_id = bc.business_id JOIN business_hours bh ON b.business_id = bh.business_id WHERE bc.category_id = (SELECT category_id FROM categories WHERE category_name = 'Tires') GROUP BY b.business_id HAVING COUNT(DISTINCT bh.day_id) = 7;",SELECT business.business_id FROM business INNER JOIN business_categories ON business.business_id = business_categories.business_id INNER JOIN categories ON business_categories.category_id = categories.category_id INNER JOIN business_hours ON business.business_id = business_hours.business_id GROUP BY business.business_id HAVING COUNT(DISTINCT business_hours.day_id) = 7 AND categories.category_name = 'Tires',SELECT categories.category_name FROM categories INNER JOIN Business_Categories AS T2 ON T1.category_id = T2.category_id INNER JOIN Business AS T3 ON T2.business_id = T3.business_id INNER JOIN Business_Hours AS T4 ON T3.business_id = T4.business_id WHERE business.city LIKE '[placeholder-type:string]' AND business_hours.opening_time < '[placeholder-type:string]',The virtual table retrieves the names of categories from the 'categories' table for businesses located in a specific city that open before a certain time. It joins multiple tables to connect categories with businesses and their operating hours.,11
video_games,3449,16,Which platform is the most popular in Europe?,SELECT T.platform_name FROM ( SELECT T4.platform_name FROM region AS T1 INNER JOIN region_sales AS T2 ON T1.id = T2.region_id INNER JOIN game_platform AS T3 ON T2.game_platform_id = T3.id INNER JOIN platform AS T4 ON T3.platform_id = T4.id WHERE T1.region_name = 'Europe' ORDER BY T2.num_sales DESC LIMIT 1 ) t,"SELECT platform.platform_name, SUM(region_sales.num_sales) AS total_sales FROM platform JOIN game_platform ON platform.id = game_platform.platform_id JOIN region_sales ON game_platform.id = region_sales.game_platform_id JOIN region ON region.id = region_sales.region_id WHERE region.region_name = 'Europe' GROUP BY platform.platform_name ORDER BY total_sales DESC LIMIT 1;",SELECT platform.platform_name FROM region INNER JOIN region_sales ON region.id = region_sales.region_id INNER JOIN game_platform ON region_sales.game_platform_id = game_platform.id INNER JOIN platform ON game_platform.platform_id = platform.id WHERE region.region_name = 'Europe' ORDER BY region_sales.num_sales DESC LIMIT 1,SELECT platform.platform_name FROM region INNER JOIN region_sales AS T2 ON T1.id = T2.region_id INNER JOIN game_platform AS T3 ON T2.game_platform_id = T3.id INNER JOIN platform AS T4 ON T3.platform_id = T4.id WHERE region.region_name = '[placeholder-type:string]' ORDER BY region_sales.num_sales LIMIT [placeholder-type:numeric],"The virtual table lists the names of game platforms from the 'platform' table that are associated with a specific region. It joins multiple tables to filter the platforms based on the sales data in that region, allowing users to see which platforms are most popular in a given area.",12
formula_1,10300,12,Who was the driver that got the best lap time in the race No. 348? Give his full name.,"SELECT T2.forename, T2.surname FROM lapTimes AS T1 INNER JOIN drivers AS T2 ON T2.driverId = T1.driverId WHERE T1.raceId = 348 ORDER BY T1.time ASC LIMIT 1",SELECT d.forename || ' ' || d.surname AS full_name FROM laptimes lt JOIN drivers d ON lt.driverid = d.driverid WHERE lt.raceid = '348' ORDER BY lt.milliseconds ASC LIMIT 1;,"SELECT drivers.forename, drivers.surname FROM laptimes INNER JOIN drivers ON laptimes.driverid = drivers.driverid WHERE laptimes.raceid = '348' AND laptimes.time = (SELECT MIN(time) FROM laptimes WHERE raceid = '348')","SELECT DISTINCT drivers.forename, drivers.surname, drivers.url FROM laptimes INNER JOIN drivers AS T2 ON T2.driverId = T1.driverId WHERE laptimes.raceid = [placeholder-type:numeric] AND laptimes.time LIKE '[placeholder-type:string]'","The virtual table provides a list of distinct drivers' first names, surnames, and URLs from the 'drivers' table who participated in a specific race identified by its race ID. The query filters the lap times based on a specific time pattern using a placeholder for string values.",14
formula_1,10413,12,What is the full name and date of birth of Austrian drivers born between 1981 and 1991?,"SELECT forename, surname, dob FROM drivers WHERE nationality = 'Austrian' AND STRFTIME('%Y', dob) BETWEEN '1981' AND '1991'","SELECT (forename || ' ' || surname) AS full_name, dob FROM drivers WHERE nationality = 'Austrian' AND dob BETWEEN '1981-01-01' AND '1991-01-20';","SELECT drivers.forename, drivers.surname, drivers.dob FROM drivers WHERE drivers.nationality = 'Austrian' AND drivers.dob >= '1981-01-01' AND drivers.dob <= '1991-01-20'",SELECT drivers.nationality FROM drivers WHERE NOT drivers.dob IS NULL ORDER BY drivers.dob LIMIT [placeholder-type:numeric],"The virtual table retrieves the nationalities of drivers from the 'drivers' table who have a recorded date of birth. The results are ordered by the date of birth in ascending order, and the number of results returned is limited by a placeholder for numeric values.",9
restaurant,1780,12,In which region can you find the highest number of Baskin Robbins restaurants?,SELECT T2.region AS num FROM generalinfo AS T1 INNER JOIN geographic AS T2 ON T1.city = T2.city WHERE T1.label = 'baskin robbins' GROUP BY T2.region ORDER BY COUNT(T1.city) DESC LIMIT 1,"SELECT geographic.region, COUNT(*) AS num_restaurants FROM generalinfo JOIN geographic ON generalinfo.city = geographic.city WHERE generalinfo.food_type = 'baskin robbins' GROUP BY geographic.region ORDER BY num_restaurants DESC LIMIT 1;",SELECT geographic.region FROM generalinfo INNER JOIN geographic ON generalinfo.city = geographic.city WHERE generalinfo.label = 'baskin robbins' GROUP BY geographic.region ORDER BY COUNT(*) DESC LIMIT 1,SELECT geographic.region FROM generalinfo INNER JOIN geographic AS T2 ON T1.city = T2.city ORDER BY generalinfo.review LIMIT [placeholder-type:numeric],"The virtual table retrieves the regions corresponding to restaurants based on their city from the 'geographic' and 'generalinfo' tables. It uses an inner join to connect the two tables through the city column, ensuring that only restaurants located in cities present in the geographic data are considered. The results are ordered by the review rating of the restaurants, and a limit is applied to control the number of results returned.",8
